"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_retested","positive_new","not_tested","not_tested_mobile"
2020-10-07,"Klaipėdos universitetinės ligoninės laboratorija",532,132,513,121,19,10,NA,NA,0,0
2020-10-07,"LSMU ligoninės Kauno klinikų laboratorija",462,0,459,0,3,0,NA,NA,0,0
2020-10-07,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",325,0,323,0,2,0,NA,NA,35,0
2020-10-07,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",837,494,791,448,46,38,NA,NA,100,100
2020-10-07,"Nacionalinio vėžio instituto laboratorija",165,0,165,0,0,0,NA,NA,0,0
2020-10-07,"Respublikinės Panevėžio ligoninės laboratorija",96,0,96,0,0,0,NA,NA,0,0
2020-10-07,"Respublikinės Šiaulių ligoninės laboratorija",338,1,329,0,9,0,NA,NA,0,0
2020-10-07,"SYNLAB Lietuva UAB",39,0,39,0,0,0,NA,NA,0,0
2020-10-07,"Tauragės ligoninės laboratorija",2,0,2,0,0,0,NA,NA,0,0
2020-10-07,"UAB „Baltic Medics“",585,488,538,442,47,31,NA,NA,0,0
2020-10-07,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",897,500,876,479,21,19,NA,NA,116,116
2020-10-07,"UAB „Diagnostikos laboratorija“ („Antėja“ Klaipėda)",26,16,26,16,0,0,NA,NA,0,0
2020-10-07,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",930,214,915,205,15,8,NA,NA,605,280
2020-10-07,"UAB „InMedica“",332,94,323,91,9,3,NA,NA,0,0
2020-10-07,"UAB „Medicina practica laboratorija“",1313,104,1292,102,21,2,NA,NA,0,0
2020-10-07,"UAB „SK Impeks Medicinos diagnostikos centras“",91,0,91,0,0,0,NA,NA,0,0
2020-10-07,"VU ligoninės Santaros klinikų laboratorija",945,0,940,0,5,0,NA,NA,0,0
2020-10-08,"Klaipėdos universitetinės ligoninės laboratorija",717,155,700,148,17,3,NA,NA,52,45
2020-10-08,"LSMU ligoninės Kauno klinikų laboratorija",417,0,413,0,4,0,NA,NA,0,0
2020-10-08,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",380,30,379,30,1,0,NA,NA,35,0
2020-10-08,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",741,421,685,369,56,31,NA,NA,200,200
2020-10-08,"Respublikinės Klaipėdos ligoninės laboratorija",4,0,0,0,4,0,NA,NA,0,0
2020-10-08,"Respublikinės Panevėžio ligoninės laboratorija",121,0,121,0,0,0,NA,NA,0,0
2020-10-08,"Respublikinės Šiaulių ligoninės laboratorija",458,0,448,0,10,1,NA,NA,0,0
2020-10-08,"SYNLAB Lietuva UAB",116,0,116,0,0,0,NA,NA,0,0
2020-10-08,"Tauragės ligoninės laboratorija",2,0,2,0,0,0,NA,NA,0,0
2020-10-08,"UAB „Baltic Medics“",586,334,531,280,55,37,NA,NA,0,0
2020-10-08,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",646,440,628,423,18,17,NA,NA,186,186
2020-10-08,"UAB „Diagnostikos laboratorija“ („Antėja“ Klaipėda)",73,56,69,52,4,0,NA,NA,0,0
2020-10-08,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",671,396,616,361,55,35,NA,NA,411,117
2020-10-08,"UAB „InMedica“",282,53,279,52,3,0,NA,NA,0,0
2020-10-08,"UAB „Medicina practica laboratorija“",1195,156,1190,156,5,0,NA,NA,98,8
2020-10-08,"UAB „SK Impeks Medicinos diagnostikos centras“",132,0,132,0,0,0,NA,NA,0,0
2020-10-08,"VU ligoninės Santaros klinikų laboratorija",958,0,944,0,14,0,NA,NA,9,0
2020-10-09,"Klaipėdos universitetinės ligoninės laboratorija",724,195,699,177,25,16,NA,NA,0,0
2020-10-09,"LSMU ligoninės Kauno klinikų laboratorija",303,0,300,0,3,0,NA,NA,0,0
2020-10-09,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",410,0,408,0,2,0,NA,NA,35,0
2020-10-09,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",651,446,601,397,50,33,NA,NA,53,45
2020-10-09,"Nacionalinio vėžio instituto laboratorija",107,0,107,0,0,0,NA,NA,0,0
2020-10-09,"Respublikinės Klaipėdos ligoninės laboratorija",1,0,1,0,0,0,NA,NA,0,0
2020-10-09,"Respublikinės Panevėžio ligoninės laboratorija",113,0,113,0,0,0,NA,NA,0,0
2020-10-09,"Respublikinės Šiaulių ligoninės laboratorija",406,2,385,0,21,2,NA,NA,0,0
2020-10-09,"Tauragės ligoninės laboratorija",1,0,1,0,0,0,NA,NA,0,0
2020-10-09,"UAB „Baltic Medics“",510,260,463,223,47,37,NA,NA,0,0
2020-10-09,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",1021,758,1005,744,16,14,NA,NA,376,376
2020-10-09,"UAB „Diagnostikos laboratorija“ („Antėja“ Klaipėda)",348,284,334,270,14,14,NA,NA,250,0
2020-10-09,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",651,182,633,167,19,15,NA,NA,0,0
2020-10-09,"UAB „InMedica“",420,54,411,48,9,2,NA,NA,0,0
2020-10-09,"UAB „Medicina practica laboratorija“",1028,119,996,110,32,9,NA,NA,8,8
2020-10-09,"UAB „SK Impeks Medicinos diagnostikos centras“",108,0,108,0,0,0,NA,NA,0,0
2020-10-09,"VU ligoninės Santaros klinikų laboratorija",1025,0,1020,0,5,0,NA,NA,85,0
2020-10-10,"Klaipėdos universitetinės ligoninės laboratorija",212,94,203,88,9,3,NA,NA,0,0
2020-10-10,"LSMU ligoninės Kauno klinikų laboratorija",393,0,391,0,2,0,NA,NA,0,0
2020-10-10,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",181,0,181,0,0,0,NA,NA,40,0
2020-10-10,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",558,422,508,372,50,32,NA,NA,22,0
2020-10-10,"Respublikinės Klaipėdos ligoninės laboratorija",3,0,3,0,0,0,NA,NA,0,0
2020-10-10,"Respublikinės Panevėžio ligoninės laboratorija",52,0,52,0,0,0,NA,NA,0,0
2020-10-10,"Respublikinės Šiaulių ligoninės laboratorija",269,0,251,0,18,0,NA,NA,0,0
2020-10-10,"SYNLAB Lietuva UAB",15,0,15,0,0,0,NA,NA,0,0
2020-10-10,"UAB „Baltic Medics“",448,302,411,271,37,19,NA,NA,0,0
2020-10-10,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",654,450,637,433,17,17,NA,NA,125,125
2020-10-10,"UAB „Diagnostikos laboratorija“ („Antėja“ Klaipėda)",433,339,401,316,32,22,NA,NA,0,0
2020-10-10,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",29,25,27,23,2,2,NA,NA,0,0
2020-10-10,"UAB „Medicina practica laboratorija“",373,274,371,274,2,0,NA,NA,0,0
2020-10-10,"VU ligoninės Santaros klinikų laboratorija",302,0,297,0,5,0,NA,NA,6,0
2020-10-11,"Klaipėdos universitetinės ligoninės laboratorija",242,40,233,33,9,5,NA,NA,0,0
2020-10-11,"LSMU ligoninės Kauno klinikų laboratorija",149,0,148,0,1,0,NA,NA,0,0
2020-10-11,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",558,520,501,466,57,43,NA,NA,300,300
2020-10-11,"Respublikinės Panevėžio ligoninės laboratorija",29,0,29,0,0,0,NA,NA,0,0
2020-10-11,"Respublikinės Šiaulių ligoninės laboratorija",162,0,151,0,11,0,NA,NA,0,0
2020-10-11,"Tauragės ligoninės laboratorija",3,0,3,0,0,0,NA,NA,0,0
2020-10-11,"UAB „Baltic Medics“",323,270,299,253,24,15,NA,NA,0,0
2020-10-11,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",370,348,364,342,6,6,NA,NA,188,188
2020-10-11,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",29,0,29,0,0,0,NA,NA,0,0
2020-10-11,"UAB „Medicina practica laboratorija“",148,36,141,32,7,4,NA,NA,0,0
2020-10-11,"VU ligoninės Santaros klinikų laboratorija",306,0,296,0,10,0,NA,NA,1,0
2020-10-12,"Klaipėdos universitetinės ligoninės laboratorija",753,182,742,184,11,5,NA,NA,54,36
2020-10-12,"LSMU ligoninės Kauno klinikų laboratorija",585,0,578,0,7,0,NA,NA,0,0
2020-10-12,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",60,56,59,55,1,1,NA,NA,50,0
2020-10-12,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",837,650,791,604,46,31,NA,NA,58,0
2020-10-12,"Nacionalinio vėžio instituto laboratorija",131,0,131,0,0,0,NA,NA,2,0
2020-10-12,"Respublikinės Klaipėdos ligoninės laboratorija",5,0,5,0,0,0,NA,NA,0,0
2020-10-12,"Respublikinės Panevėžio ligoninės laboratorija",125,0,125,0,0,0,NA,NA,0,0
2020-10-12,"Respublikinės Šiaulių ligoninės laboratorija",372,0,356,0,16,0,NA,NA,0,0
2020-10-12,"SYNLAB Lietuva UAB",7,0,7,0,0,0,NA,NA,0,0
2020-10-12,"UAB „Baltic Medics“",597,310,567,287,30,23,NA,NA,0,0
2020-10-12,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",1018,600,999,581,19,19,NA,NA,188,188
2020-10-12,"UAB „Diagnostikos laboratorija“ („Antėja“ Klaipėda)",80,78,79,77,1,1,NA,NA,184,151
2020-10-12,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",325,82,324,81,1,1,NA,NA,0,0
2020-10-12,"UAB „Medicina practica laboratorija“",1153,37,1127,37,26,0,NA,NA,95,0
2020-10-12,"UAB „SK Impeks Medicinos diagnostikos centras“",194,0,190,0,4,0,NA,NA,0,0
2020-10-12,"VU ligoninės Santaros klinikų laboratorija",1024,0,1019,0,5,0,NA,NA,3,0
2020-10-13,"Klaipėdos universitetinės ligoninės laboratorija",754,175,716,154,38,26,NA,NA,50,48
2020-10-13,"LSMU ligoninės Kauno klinikų laboratorija",544,0,537,0,7,0,NA,NA,0,0
2020-10-13,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",242,2,234,2,8,0,NA,NA,50,0
2020-10-13,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",744,590,649,495,95,76,NA,NA,83,35
2020-10-13,"Nacionalinio vėžio instituto laboratorija",57,0,56,0,1,0,NA,NA,0,0
2020-10-13,"Respublikinės Klaipėdos ligoninės laboratorija",4,0,4,0,0,0,NA,NA,0,0
2020-10-13,"Respublikinės Panevėžio ligoninės laboratorija",228,0,226,0,2,0,NA,NA,0,0
2020-10-13,"Respublikinės Šiaulių ligoninės laboratorija",684,0,666,0,18,0,NA,NA,0,0
2020-10-13,"UAB „Baltic Medics“",747,432,730,416,17,7,NA,NA,0,0
2020-10-13,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",738,515,709,496,29,18,NA,NA,94,94
2020-10-13,"UAB „Diagnostikos laboratorija“ („Antėja“ Klaipėda)",366,316,336,286,30,30,NA,NA,0,0
2020-10-13,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",455,25,450,23,5,2,NA,NA,513,48
2020-10-13,"UAB „InMedica“",282,61,272,59,10,0,NA,NA,0,0
2020-10-13,"UAB „Medicina practica laboratorija“",1194,115,1161,110,33,4,NA,NA,95,8
2020-10-13,"UAB „SK Impeks Medicinos diagnostikos centras“",156,0,154,0,2,0,NA,NA,0,0
2020-10-13,"VU ligoninės Santaros klinikų laboratorija",944,0,936,0,8,0,NA,NA,1,0
2020-10-14,"Klaipėdos universitetinės ligoninės laboratorija",754,223,694,179,60,39,NA,NA,34,24
2020-10-14,"LSMU ligoninės Kauno klinikų laboratorija",519,0,505,0,14,0,NA,NA,0,0
2020-10-14,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",248,0,244,0,4,0,NA,NA,0,0
2020-10-14,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",930,619,849,538,81,54,NA,NA,26,26
2020-10-14,"Respublikinės Panevėžio ligoninės laboratorija",132,0,130,0,2,0,NA,NA,0,NA
2020-10-14,"Respublikinės Šiaulių ligoninės laboratorija",719,60,693,60,26,0,NA,NA,165,0
2020-10-14,"SYNLAB Lietuva UAB",134,0,132,0,2,0,NA,NA,NA,NA
2020-10-14,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",836,596,820,584,16,12,NA,NA,124,124
2020-10-14,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",822,48,821,48,1,1,NA,NA,0,0
2020-10-14,"UAB „InMedica“",376,59,361,57,15,2,NA,NA,NA,NA
2020-10-14,"UAB „Medicina practica laboratorija“",1232,98,1214,97,18,0,NA,NA,79,4
2020-10-14,"UAB „SK Impeks Medicinos diagnostikos centras“",108,0,108,0,0,0,NA,NA,0,0
2020-10-14,"VU ligoninės Santaros klinikų laboratorija",1013,0,1000,0,13,0,NA,NA,11,0
2020-10-15,"Klaipėdos universitetinės ligoninės laboratorija",800,215,763,189,37,25,NA,NA,16,0
2020-10-15,"LSMU ligoninės Kauno klinikų laboratorija",748,0,741,0,7,0,NA,NA,0,0
2020-10-15,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",246,2,245,2,1,0,NA,NA,45,0
2020-10-15,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",837,619,753,537,84,63,NA,NA,49,0
2020-10-15,"Nacionalinio vėžio instituto laboratorija",125,0,125,0,2,0,NA,NA,0,0
2020-10-15,"Respublikinės Klaipėdos ligoninės laboratorija",5,0,5,0,0,0,NA,NA,0,0
2020-10-15,"Respublikinės Panevėžio ligoninės laboratorija",185,0,174,0,11,0,NA,NA,0,0
2020-10-15,"Respublikinės Šiaulių ligoninės laboratorija",467,0,458,0,9,0,NA,NA,0,0
2020-10-15,"SYNLAB Lietuva UAB",148,0,148,0,0,0,NA,NA,0,0
2020-10-15,"UAB „Baltic Medics“",693,389,656,365,37,18,NA,NA,0,0
2020-10-15,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",742,445,717,432,25,13,NA,NA,85,85
2020-10-15,"UAB „Diagnostikos laboratorija“ („Antėja“ Klaipėda)",279,197,241,171,38,24,NA,NA,317,213
2020-10-15,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",293,55,292,55,1,0,NA,NA,0,0
2020-10-15,"UAB „InMedica“",376,56,371,56,5,0,NA,NA,0,0
2020-10-15,"UAB „Medicina practica laboratorija“",1397,124,1339,108,58,16,NA,NA,59,9
2020-10-15,"UAB „SK Impeks Medicinos diagnostikos centras“",128,0,127,0,1,0,NA,NA,0,0
2020-10-15,"VU ligoninės Santaros klinikų laboratorija",1159,0,1150,0,9,0,NA,NA,2,0
2020-10-16,"Klaipėdos universitetinės ligoninės laboratorija",738,225,675,192,63,32,NA,NA,0,0
2020-10-16,"LSMU ligoninės Kauno klinikų laboratorija",864,0,855,0,9,0,NA,NA,0,0
2020-10-16,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",246,0,246,0,0,0,NA,NA,45,0
2020-10-16,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",1301,599,1180,491,121,77,NA,NA,200,150
2020-10-16,"Nacionalinio vėžio instituto laboratorija",69,0,68,0,1,0,NA,NA,0,0
2020-10-16,"Respublikinės Klaipėdos ligoninės laboratorija",1,0,1,0,0,0,NA,NA,0,0
2020-10-16,"Respublikinės Panevėžio ligoninės laboratorija",188,0,183,0,5,0,NA,NA,0,0
2020-10-16,"Respublikinės Šiaulių ligoninės laboratorija",472,0,457,0,15,0,NA,NA,0,0
2020-10-16,"SYNLAB Lietuva UAB",140,0,136,0,4,0,NA,NA,0,0
2020-10-16,"UAB „Baltic Medics“",508,352,463,317,45,30,NA,NA,0,0
2020-10-16,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",711,510,678,486,33,24,NA,NA,110,110
2020-10-16,"UAB „Diagnostikos laboratorija“ („Antėja“ Klaipėda)",261,260,246,247,15,13,NA,NA,264,245
2020-10-16,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",397,58,382,55,15,3,NA,NA,0,0
2020-10-16,"UAB „InMedica“",481,109,468,104,13,3,NA,NA,0,0
2020-10-16,"UAB „Medicina practica laboratorija“",1180,92,1148,85,32,7,NA,NA,2,0
2020-10-16,"UAB „SK Impeks Medicinos diagnostikos centras“",185,0,175,0,10,0,NA,NA,0,0
2020-10-16,"VU ligoninės Santaros klinikų laboratorija",778,0,770,0,8,0,NA,NA,4,0
2020-10-17,"Klaipėdos universitetinės ligoninės laboratorija",260,140,249,130,11,9,NA,NA,0,0
2020-10-17,"LSMU ligoninės Kauno klinikų laboratorija",834,0,829,0,5,0,NA,NA,0,0
2020-10-17,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",93,0,90,0,3,0,NA,NA,50,0
2020-10-17,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",744,556,660,472,84,70,NA,NA,29,150
2020-10-17,"Respublikinės Klaipėdos ligoninės laboratorija",6,0,6,0,0,0,NA,NA,0,0
2020-10-17,"Respublikinės Panevėžio ligoninės laboratorija",104,0,103,0,1,0,NA,NA,0,0
2020-10-17,"Respublikinės Šiaulių ligoninės laboratorija",208,0,202,0,6,0,NA,NA,0,0
2020-10-17,"UAB „Baltic Medics“",343,185,321,165,22,16,NA,NA,0,0
2020-10-17,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",372,345,358,331,14,14,NA,NA,141,141
2020-10-17,"UAB „Diagnostikos laboratorija“ („Antėja“ Klaipėda)",70,33,60,27,10,6,NA,NA,0,0
2020-10-17,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",264,242,233,212,31,29,NA,NA,0,0
2020-10-17,"UAB „Medicina practica laboratorija“",321,90,304,81,17,9,NA,NA,19,15
2020-10-17,"VU ligoninės Santaros klinikų laboratorija",224,0,220,0,4,0,NA,NA,0,0
2020-10-18,"Klaipėdos universitetinės ligoninės laboratorija",258,85,242,76,16,7,NA,NA,0,0
2020-10-18,"LSMU ligoninės Kauno klinikų laboratorija",698,0,690,0,8,0,NA,NA,0,0
2020-10-18,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",651,603,577,529,74,58,NA,NA,279,279
2020-10-18,"Respublikinės Panevėžio ligoninės laboratorija",71,0,69,0,2,0,NA,NA,0,0
2020-10-18,"Respublikinės Šiaulių ligoninės laboratorija",187,0,177,0,10,0,NA,NA,0,0
2020-10-18,"UAB „Baltic Medics“",123,41,119,37,4,0,NA,NA,0,0
2020-10-18,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",630,612,579,561,51,51,NA,NA,66,66
2020-10-18,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",161,152,141,132,20,20,NA,NA,0,0
2020-10-18,"UAB „Medicina practica laboratorija“",218,52,202,37,16,13,NA,NA,1,0
2020-10-18,"VU ligoninės Santaros klinikų laboratorija",256,0,250,0,6,0,NA,NA,2,0
2020-10-19,"Klaipėdos universitetinės ligoninės laboratorija",755,150,708,120,47,28,NA,NA,0,0
2020-10-19,"LSMU ligoninės Kauno klinikų laboratorija",569,0,561,0,8,0,NA,NA,0,0
2020-10-19,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",113,65,109,65,4,0,NA,NA,45,0
2020-10-19,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",1114,756,1006,648,108,88,NA,NA,442,420
2020-10-19,"Nacionalinio vėžio instituto laboratorija",95,0,94,0,1,0,NA,NA,6,0
2020-10-19,"Respublikinės Klaipėdos ligoninės laboratorija",20,0,20,0,0,0,NA,NA,0,0
2020-10-19,"Respublikinės Panevėžio ligoninės laboratorija",168,0,165,0,3,0,NA,NA,0,0
2020-10-19,"Respublikinės Šiaulių ligoninės laboratorija",393,0,382,0,11,0,NA,NA,214,0
2020-10-19,"SYNLAB Lietuva UAB",34,0,34,0,0,0,NA,NA,0,0
2020-10-19,"Tauragės ligoninės laboratorija",1,0,1,0,0,0,NA,NA,0,0
2020-10-19,"UAB „Baltic Medics“",460,215,410,190,50,25,NA,NA,0,0
2020-10-19,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",902,590,839,539,63,51,NA,NA,97,97
2020-10-19,"UAB „Diagnostikos laboratorija“ („Antėja“ Klaipėda)",452,392,420,214,34,28,NA,NA,25,25
2020-10-19,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",476,102,470,98,6,3,NA,NA,97,0
2020-10-19,"UAB „Medicina practica laboratorija“",1290,125,1255,104,35,21,NA,NA,94,10
2020-10-19,"UAB „SK Impeks Medicinos diagnostikos centras“",156,0,155,0,1,0,NA,NA,0,0
2020-10-19,"VU ligoninės Santaros klinikų laboratorija",1134,0,1128,0,6,0,NA,NA,5,0
2020-10-20,"Klaipėdos universitetinės ligoninės laboratorija",785,193,749,170,36,23,NA,NA,0,0
2020-10-20,"LSMU ligoninės Kauno klinikų laboratorija",806,0,789,0,17,0,NA,NA,0,0
2020-10-20,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",292,0,288,0,4,0,NA,NA,45,0
2020-10-20,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",1118,895,936,716,182,166,NA,NA,465,402
2020-10-20,"Nacionalinio vėžio instituto laboratorija",72,0,71,0,1,0,NA,NA,8,0
2020-10-20,"Respublikinės Klaipėdos ligoninės laboratorija",2,0,2,0,0,0,NA,NA,0,0
2020-10-20,"Respublikinės Panevėžio ligoninės laboratorija",148,0,146,0,2,0,NA,NA,0,0
2020-10-20,"Respublikinės Šiaulių ligoninės laboratorija",583,0,557,0,26,0,NA,NA,0,0
2020-10-20,"SYNLAB Lietuva UAB",68,24,60,17,8,7,NA,NA,0,0
2020-10-20,"Tauragės ligoninės laboratorija",1,0,1,0,0,0,NA,NA,0,0
2020-10-20,"UAB „Baltic Medics“",663,350,624,320,39,22,NA,NA,0,0
2020-10-20,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",894,658,820,594,74,64,NA,NA,0,0
2020-10-20,"UAB „Diagnostikos laboratorija“ („Antėja“ Klaipėda)",410,313,404,308,6,5,NA,NA,12,12
2020-10-20,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",586,37,578,35,8,2,NA,NA,458,43
2020-10-20,"UAB „InMedica“",282,67,258,53,24,10,NA,NA,0,0
2020-10-20,"UAB „Medicina practica laboratorija“",1684,90,1621,82,63,8,NA,NA,141,22
2020-10-20,"UAB „SK Impeks Medicinos diagnostikos centras“",96,0,95,0,1,0,NA,NA,0,0
2020-10-20,"VU ligoninės Santaros klinikų laboratorija",1127,0,1119,0,8,0,NA,NA,116,0
2020-10-21,"Klaipėdos universitetinės ligoninės laboratorija",811,306,732,244,79,57,NA,NA,0,0
2020-10-21,"LSMU ligoninės Kauno klinikų laboratorija",934,0,914,0,20,0,NA,NA,0,0
2020-10-21,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",250,0,248,0,2,0,NA,NA,40,0
2020-10-21,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",1022,886,867,732,155,143,NA,NA,448,448
2020-10-21,"Nacionalinio vėžio instituto laboratorija",84,0,84,0,0,0,NA,NA,7,0
2020-10-21,"Respublikinės Klaipėdos ligoninės laboratorija",19,0,19,0,0,0,NA,NA,0,0
2020-10-21,"Respublikinės Panevėžio ligoninės laboratorija",154,0,151,0,3,0,NA,NA,0,0
2020-10-21,"Respublikinės Šiaulių ligoninės laboratorija",525,0,511,0,14,0,NA,NA,0,0
2020-10-21,"SYNLAB Lietuva UAB",100,0,96,0,4,0,NA,NA,0,0
2020-10-21,"Tauragės ligoninės laboratorija",1,0,1,0,0,0,NA,NA,0,0
2020-10-21,"UAB „Baltic Medics“",521,160,515,157,6,3,NA,NA,0,0
2020-10-21,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",986,650,929,603,57,47,NA,NA,255,161
2020-10-21,"UAB „Diagnostikos laboratorija“ („Antėja“ Klaipėda)",525,485,504,464,21,21,NA,NA,0,0
2020-10-21,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",845,54,842,54,3,0,NA,NA,563,104
2020-10-21,"UAB „InMedica“",376,88,352,72,24,14,NA,NA,0,0
2020-10-21,"UAB „Medicina practica laboratorija“",1594,206,1538,192,56,14,NA,NA,0,0
2020-10-21,"UAB „SK Impeks Medicinos diagnostikos centras“",146,0,144,0,2,0,NA,NA,0,0
2020-10-21,"VU ligoninės Santaros klinikų laboratorija",1319,0,1306,0,13,0,NA,NA,24,0
2020-10-22,"Klaipėdos universitetinės ligoninės laboratorija",895,215,820,167,75,47,NA,NA,137,137
2020-10-22,"LSMU ligoninės Kauno klinikų laboratorija",727,0,721,0,6,0,NA,NA,0,0
2020-10-22,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",256,11,252,9,4,2,NA,NA,45,0
2020-10-22,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",930,872,751,694,179,157,NA,NA,372,372
2020-10-22,"Nacionalinio vėžio instituto laboratorija",60,0,60,0,0,0,NA,NA,9,0
2020-10-22,"Respublikinės Klaipėdos ligoninės laboratorija",3,0,3,0,0,0,NA,NA,0,0
2020-10-22,"Respublikinės Panevėžio ligoninės laboratorija",158,0,157,0,1,0,NA,NA,0,0
2020-10-22,"Respublikinės Šiaulių ligoninės laboratorija",752,0,726,0,26,0,NA,NA,0,0
2020-10-22,"SYNLAB Lietuva UAB",89,0,86,0,3,0,NA,NA,0,0
2020-10-22,"Tauragės ligoninės laboratorija",1,0,1,0,0,0,NA,NA,0,0
2020-10-22,"UAB „Baltic Medics“",727,420,698,391,29,29,NA,NA,0,0
2020-10-22,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",1067,697,987,626,80,71,NA,NA,94,94
2020-10-22,"UAB „Diagnostikos laboratorija“ („Antėja“ Klaipėda)",395,184,382,171,13,9,NA,NA,0,0
2020-10-22,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",921,158,905,147,16,11,NA,NA,81,20
2020-10-22,"UAB „InMedica“",376,0,363,0,13,0,NA,NA,0,0
2020-10-22,"UAB „Medicina practica laboratorija“",1620,112,1558,86,62,26,NA,NA,188,22
2020-10-22,"UAB „SK Impeks Medicinos diagnostikos centras“",132,0,129,0,3,0,NA,NA,0,0
2020-10-22,"VU ligoninės Santaros klinikų laboratorija",1130,0,1119,0,11,0,NA,NA,2,0
2020-10-23,"Klaipėdos universitetinės ligoninės laboratorija",1128,422,1024,336,104,76,NA,NA,64,64
2020-10-23,"LSMU ligoninės Kauno klinikų laboratorija",945,0,931,0,14,0,NA,NA,0,0
2020-10-23,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",266,9,264,9,2,0,NA,NA,45,0
2020-10-23,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",1205,950,1045,794,160,153,NA,NA,442,440
2020-10-23,"Nacionalinio vėžio instituto laboratorija",84,0,84,0,0,0,NA,NA,1,0
2020-10-23,"Respublikinės Klaipėdos ligoninės laboratorija",31,0,21,0,10,0,NA,NA,0,0
2020-10-23,"Respublikinės Panevėžio ligoninės laboratorija",149,0,149,0,0,0,NA,NA,0,0
2020-10-23,"Respublikinės Šiaulių ligoninės laboratorija",547,75,481,54,66,19,NA,NA,0,0
2020-10-23,"SYNLAB Lietuva UAB",219,0,217,0,2,0,NA,NA,0,0
