"lab_name","test_performed","test_type","tests_positive","tests_negative","gmp_indication"
"UAB Medicina practica laboratorija","2021-03-22T00:00:00Z","1537",1,24,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-03-22T00:00:00Z","1537",0,10,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-03-22T00:00:00Z","1557",0,1,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-03-22T00:00:00Z","1477",35,508,"profilaktika"
"Viešoji įstaiga KLAIPĖDOS VAIKŲ LIGONINĖ","2021-03-22T00:00:00Z","1477",0,1,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-03-22T00:00:00Z","1477",1,5,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-03-22T00:00:00Z","1557",0,6,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-03-22T00:00:00Z","1477",3,20,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-03-22T00:00:00Z","1557",1,0,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2021-03-22T00:00:00Z","1477",6,111,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-03-22T00:00:00Z","1557",1,3,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-03-22T00:00:00Z","1477",7,446,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-03-22T00:00:00Z","1537",1,20,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-03-22T00:00:00Z","1477",1,7,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-03-22T00:00:00Z","1477",1,5,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-03-22T00:00:00Z","1537",0,1,"profilaktika"
"Viešoji įstaiga Vilniaus miesto klinikinė ligoninė","2021-03-22T00:00:00Z","1477",0,5,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-03-22T00:00:00Z","1477",30,716,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-03-22T00:00:00Z","1537",9,26,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-03-22T00:00:00Z","1557",6,4,"profilaktika"
"Vilniaus universitetas","2021-03-22T00:00:00Z","1477",81,440,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-03-23T00:00:00Z","1477",3,543,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2021-03-23T00:00:00Z","1477",2,178,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2021-03-23T00:00:00Z","1557",0,1,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2021-03-23T00:00:00Z","1477",283,546,"profilaktika"
"Nacionalinis vėžio institutas","2021-03-23T00:00:00Z","1477",0,51,"profilaktika"
"Nacionalinis vėžio institutas","2021-03-23T00:00:00Z","1557",0,4,"profilaktika"
"SYNLAB Lietuva UAB","2021-03-23T00:00:00Z","1477",11,149,"profilaktika"
"SYNLAB Lietuva UAB","2021-03-23T00:00:00Z","1557",0,42,"profilaktika"
"UAB ""Baltic Medics""","2021-03-23T00:00:00Z","1477",27,588,"profilaktika"
"UAB ""Rezus.lt""","2021-03-23T00:00:00Z","1477",28,183,"profilaktika"
"UAB ""Rezus.lt""","2021-03-23T00:00:00Z","1557",0,157,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2021-03-23T00:00:00Z","1557",0,3,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2021-03-23T00:00:00Z","1477",2,55,"profilaktika"
"UAB Diagnostikos laboratorija","2021-03-23T00:00:00Z","1477",98,1248,"profilaktika"
"UAB Diagnostikos laboratorija","2021-03-23T00:00:00Z","1557",1,27,"profilaktika"
"UAB InMedica","2021-03-23T00:00:00Z","1557",0,28,"profilaktika"
"UAB InMedica","2021-03-23T00:00:00Z","1477",15,233,"profilaktika"
"UAB Medicina practica laboratorija","2021-03-23T00:00:00Z","1557",0,41,"profilaktika"
"UAB Medicina practica laboratorija","2021-03-23T00:00:00Z","1477",116,1124,"profilaktika"
"UAB Medicina practica laboratorija","2021-03-23T00:00:00Z","1537",2,18,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-03-23T00:00:00Z","1537",0,3,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-03-23T00:00:00Z","1557",0,1,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-03-23T00:00:00Z","1477",59,442,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-03-23T00:00:00Z","1477",0,1,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-03-23T00:00:00Z","1557",0,4,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-03-23T00:00:00Z","1557",2,0,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-03-23T00:00:00Z","1477",1,26,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2021-03-23T00:00:00Z","1477",8,79,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-03-23T00:00:00Z","1557",0,7,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-03-23T00:00:00Z","1477",2,329,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-03-23T00:00:00Z","1537",2,12,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-03-23T00:00:00Z","1477",0,5,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-03-23T00:00:00Z","1557",1,5,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-03-23T00:00:00Z","1477",0,3,"profilaktika"
"Viešoji įstaiga Vilniaus miesto klinikinė ligoninė","2021-03-23T00:00:00Z","1477",0,4,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-03-23T00:00:00Z","1477",41,915,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-03-23T00:00:00Z","1537",12,32,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-03-23T00:00:00Z","1557",6,5,"profilaktika"
"Vilniaus universitetas","2021-03-23T00:00:00Z","1477",35,323,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-03-24T00:00:00Z","1477",2,680,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2021-03-24T00:00:00Z","1477",2,161,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2021-03-24T00:00:00Z","1477",270,545,"profilaktika"
"Nacionalinis vėžio institutas","2021-03-24T00:00:00Z","1477",1,30,"profilaktika"
"Nacionalinis vėžio institutas","2021-03-24T00:00:00Z","1557",0,3,"profilaktika"
"SYNLAB Lietuva UAB","2021-03-24T00:00:00Z","1557",0,31,"profilaktika"
"SYNLAB Lietuva UAB","2021-03-24T00:00:00Z","1477",8,159,"profilaktika"
"UAB ""Baltic Medics""","2021-03-24T00:00:00Z","1477",9,351,"profilaktika"
"UAB ""Rezus.lt""","2021-03-24T00:00:00Z","1477",32,130,"profilaktika"
"UAB ""Rezus.lt""","2021-03-24T00:00:00Z","1537",0,1,"profilaktika"
"UAB ""Rezus.lt""","2021-03-24T00:00:00Z","1557",6,167,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2021-03-24T00:00:00Z","1477",7,74,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2021-03-24T00:00:00Z","1557",3,118,"profilaktika"
"UAB Diagnostikos laboratorija","2021-03-24T00:00:00Z","1477",153,1327,"profilaktika"
"UAB Diagnostikos laboratorija","2021-03-24T00:00:00Z","1557",0,69,"profilaktika"
"UAB InMedica","2021-03-24T00:00:00Z","1477",54,619,"profilaktika"
"UAB InMedica","2021-03-24T00:00:00Z","1557",0,87,"profilaktika"
"UAB Medicina practica laboratorija","2021-03-24T00:00:00Z","1557",2,24,"profilaktika"
"UAB Medicina practica laboratorija","2021-03-24T00:00:00Z","1537",0,21,"profilaktika"
"UAB Medicina practica laboratorija","2021-03-24T00:00:00Z","1477",89,1072,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-03-24T00:00:00Z","1477",44,421,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-03-24T00:00:00Z","1537",0,1,"profilaktika"
"Viešoji įstaiga KLAIPĖDOS VAIKŲ LIGONINĖ","2021-03-24T00:00:00Z","1477",0,1,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-03-24T00:00:00Z","1557",0,13,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-03-24T00:00:00Z","1477",0,5,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-03-24T00:00:00Z","1477",2,12,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2021-03-24T00:00:00Z","1477",13,66,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-03-24T00:00:00Z","1557",1,4,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-03-24T00:00:00Z","1477",10,438,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-03-24T00:00:00Z","1477",1,3,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-03-24T00:00:00Z","1537",1,15,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-03-24T00:00:00Z","1557",1,0,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-03-24T00:00:00Z","1477",0,2,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-03-24T00:00:00Z","1557",0,6,"profilaktika"
"Viešoji įstaiga Vilniaus miesto klinikinė ligoninė","2021-03-24T00:00:00Z","1477",2,5,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-03-24T00:00:00Z","1557",16,6,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-03-24T00:00:00Z","1537",8,22,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-03-24T00:00:00Z","1477",30,711,"profilaktika"
"Vilniaus universitetas","2021-03-24T00:00:00Z","1477",38,135,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-03-25T00:00:00Z","1477",2,459,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2021-03-25T00:00:00Z","1537",1,3,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2021-03-25T00:00:00Z","1477",61,132,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2021-03-25T00:00:00Z","1477",339,623,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2021-03-25T00:00:00Z","1557",0,1,"profilaktika"
"Nacionalinis vėžio institutas","2021-03-25T00:00:00Z","1557",0,2,"profilaktika"
"Nacionalinis vėžio institutas","2021-03-25T00:00:00Z","1477",2,19,"profilaktika"
"SYNLAB Lietuva UAB","2021-03-25T00:00:00Z","1477",14,126,"profilaktika"
"SYNLAB Lietuva UAB","2021-03-25T00:00:00Z","1557",0,45,"profilaktika"
"UAB ""Baltic Medics""","2021-03-25T00:00:00Z","1477",31,534,"profilaktika"
"UAB ""Rezus.lt""","2021-03-25T00:00:00Z","1557",10,140,"profilaktika"
"UAB ""Rezus.lt""","2021-03-25T00:00:00Z","1477",22,246,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2021-03-25T00:00:00Z","1557",0,10,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2021-03-25T00:00:00Z","1477",0,104,"profilaktika"
"UAB Diagnostikos laboratorija","2021-03-25T00:00:00Z","1557",1,88,"profilaktika"
"UAB Diagnostikos laboratorija","2021-03-25T00:00:00Z","1477",99,1155,"profilaktika"
"UAB InMedica","2021-03-25T00:00:00Z","1477",24,454,"profilaktika"
"UAB InMedica","2021-03-25T00:00:00Z","1557",3,30,"profilaktika"
"UAB Medicina practica laboratorija","2021-03-25T00:00:00Z","1557",0,43,"profilaktika"
"UAB Medicina practica laboratorija","2021-03-25T00:00:00Z","1537",0,21,"profilaktika"
"UAB Medicina practica laboratorija","2021-03-25T00:00:00Z","1477",85,1059,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-03-25T00:00:00Z","1477",44,467,"profilaktika"
"Viešoji įstaiga KLAIPĖDOS VAIKŲ LIGONINĖ","2021-03-25T00:00:00Z","1477",1,2,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-03-25T00:00:00Z","1477",0,6,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-03-25T00:00:00Z","1557",0,5,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-03-25T00:00:00Z","1477",0,13,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2021-03-25T00:00:00Z","1477",0,76,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-03-25T00:00:00Z","1557",1,1,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-03-25T00:00:00Z","1477",1,308,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-03-25T00:00:00Z","1477",0,1,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-03-25T00:00:00Z","1537",0,13,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-03-25T00:00:00Z","1477",1,4,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-03-25T00:00:00Z","1557",0,3,"profilaktika"
"Viešoji įstaiga Vilniaus miesto klinikinė ligoninė","2021-03-25T00:00:00Z","1557",0,1,"profilaktika"
"Viešoji įstaiga Vilniaus miesto klinikinė ligoninė","2021-03-25T00:00:00Z","1477",0,6,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-03-25T00:00:00Z","1537",6,24,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-03-25T00:00:00Z","1477",41,609,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-03-25T00:00:00Z","1557",12,5,"profilaktika"
"Vilniaus universitetas","2021-03-25T00:00:00Z","1477",2,123,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-03-26T00:00:00Z","1477",2,301,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2021-03-26T00:00:00Z","1477",22,165,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2021-03-26T00:00:00Z","1477",241,501,"profilaktika"
"Nacionalinis vėžio institutas","2021-03-26T00:00:00Z","1477",0,47,"profilaktika"
"Nacionalinis vėžio institutas","2021-03-26T00:00:00Z","1557",0,4,"profilaktika"
"SYNLAB Lietuva UAB","2021-03-26T00:00:00Z","1477",11,157,"profilaktika"
"SYNLAB Lietuva UAB","2021-03-26T00:00:00Z","1557",1,58,"profilaktika"
"UAB ""Baltic Medics""","2021-03-26T00:00:00Z","1477",8,492,"profilaktika"
"UAB ""Baltic Medics""","2021-03-26T00:00:00Z","1557",0,1,"profilaktika"
"UAB ""Rezus.lt""","2021-03-26T00:00:00Z","1557",27,124,"profilaktika"
"UAB ""Rezus.lt""","2021-03-26T00:00:00Z","1477",31,305,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2021-03-26T00:00:00Z","1477",2,161,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2021-03-26T00:00:00Z","1557",0,43,"profilaktika"
"UAB Diagnostikos laboratorija","2021-03-26T00:00:00Z","1557",3,70,"profilaktika"
"UAB Diagnostikos laboratorija","2021-03-26T00:00:00Z","1477",182,1559,"profilaktika"
"UAB Diagnostikos laboratorija","2021-03-26T00:00:00Z","1537",0,2,"profilaktika"
"UAB InMedica","2021-03-26T00:00:00Z","1477",22,343,"profilaktika"
"UAB InMedica","2021-03-26T00:00:00Z","1557",0,56,"profilaktika"
"UAB Medicina practica laboratorija","2021-03-26T00:00:00Z","1477",72,895,"profilaktika"
"UAB Medicina practica laboratorija","2021-03-26T00:00:00Z","1557",0,52,"profilaktika"
"UAB Medicina practica laboratorija","2021-03-26T00:00:00Z","1537",2,17,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-03-26T00:00:00Z","1477",22,471,"profilaktika"
"Viešoji įstaiga KLAIPĖDOS VAIKŲ LIGONINĖ","2021-03-26T00:00:00Z","1477",0,1,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-03-26T00:00:00Z","1557",0,5,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-03-26T00:00:00Z","1477",0,6,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-03-26T00:00:00Z","1477",0,2,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2021-03-26T00:00:00Z","1477",0,60,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-03-26T00:00:00Z","1477",5,272,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-03-26T00:00:00Z","1477",0,2,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-03-26T00:00:00Z","1537",1,14,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-03-26T00:00:00Z","1477",0,6,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-03-26T00:00:00Z","1557",0,2,"profilaktika"
"Viešoji įstaiga Vilniaus miesto klinikinė ligoninė","2021-03-26T00:00:00Z","1477",2,2,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-03-26T00:00:00Z","1537",11,27,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-03-26T00:00:00Z","1477",26,661,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-03-26T00:00:00Z","1557",9,2,"profilaktika"
"Vilniaus universitetas","2021-03-26T00:00:00Z","1477",53,269,"profilaktika"
"Vilniaus universitetas","2021-03-26T00:00:00Z","1557",1,0,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-03-27T00:00:00Z","1477",2,359,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2021-03-27T00:00:00Z","1477",25,146,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2021-03-27T00:00:00Z","1477",126,293,"profilaktika"
"SYNLAB Lietuva UAB","2021-03-27T00:00:00Z","1477",2,32,"profilaktika"
"SYNLAB Lietuva UAB","2021-03-27T00:00:00Z","1557",1,38,"profilaktika"
"UAB ""Baltic Medics""","2021-03-27T00:00:00Z","1477",20,389,"profilaktika"
"UAB ""Baltic Medics""","2021-03-27T00:00:00Z","1557",0,1,"profilaktika"
"UAB ""Rezus.lt""","2021-03-27T00:00:00Z","1477",21,147,"profilaktika"
"UAB ""Rezus.lt""","2021-03-27T00:00:00Z","1557",0,28,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2021-03-27T00:00:00Z","1477",0,5,"profilaktika"
"UAB Diagnostikos laboratorija","2021-03-27T00:00:00Z","1557",0,18,"profilaktika"
"UAB Diagnostikos laboratorija","2021-03-27T00:00:00Z","1477",109,779,"profilaktika"
"UAB InMedica","2021-03-27T00:00:00Z","1477",8,214,"profilaktika"
"UAB Medicina practica laboratorija","2021-03-27T00:00:00Z","1537",0,15,"profilaktika"
"UAB Medicina practica laboratorija","2021-03-27T00:00:00Z","1557",0,8,"profilaktika"
"UAB Medicina practica laboratorija","2021-03-27T00:00:00Z","1477",50,615,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-03-27T00:00:00Z","1477",24,218,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-03-27T00:00:00Z","1557",0,5,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-03-27T00:00:00Z","1477",0,4,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-03-27T00:00:00Z","1477",0,13,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-03-27T00:00:00Z","1557",1,8,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2021-03-27T00:00:00Z","1477",0,40,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-03-27T00:00:00Z","1557",0,2,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-03-27T00:00:00Z","1477",0,177,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-03-27T00:00:00Z","1537",0,14,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-03-27T00:00:00Z","1477",0,3,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-03-27T00:00:00Z","1477",0,2,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-03-27T00:00:00Z","1557",0,3,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-03-27T00:00:00Z","1477",13,245,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-03-27T00:00:00Z","1537",7,34,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-03-27T00:00:00Z","1557",3,2,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-03-28T00:00:00Z","1477",2,334,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2021-03-28T00:00:00Z","1477",139,396,"profilaktika"
"SYNLAB Lietuva UAB","2021-03-28T00:00:00Z","1557",0,24,"profilaktika"
"UAB ""Baltic Medics""","2021-03-28T00:00:00Z","1477",8,254,"profilaktika"
"UAB ""Baltic Medics""","2021-03-28T00:00:00Z","1557",0,4,"profilaktika"
"UAB ""Rezus.lt""","2021-03-28T00:00:00Z","1477",1,63,"profilaktika"
"UAB Diagnostikos laboratorija","2021-03-28T00:00:00Z","1477",87,298,"profilaktika"
"UAB Diagnostikos laboratorija","2021-03-28T00:00:00Z","1557",0,2,"profilaktika"
"UAB InMedica","2021-03-28T00:00:00Z","1477",4,78,"profilaktika"
"UAB Medicina practica laboratorija","2021-03-28T00:00:00Z","1477",70,533,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-03-28T00:00:00Z","1477",27,213,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-03-28T00:00:00Z","1557",0,6,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-03-28T00:00:00Z","1477",0,1,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-03-28T00:00:00Z","1557",0,1,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-03-28T00:00:00Z","1477",0,9,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2021-03-28T00:00:00Z","1477",0,41,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-03-28T00:00:00Z","1557",2,2,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-03-28T00:00:00Z","1477",0,183,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-03-28T00:00:00Z","1477",0,3,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-03-28T00:00:00Z","1537",2,12,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-03-28T00:00:00Z","1537",0,1,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-03-28T00:00:00Z","1557",1,2,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-03-28T00:00:00Z","1477",0,3,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-03-28T00:00:00Z","1477",22,349,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-03-28T00:00:00Z","1557",24,5,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-03-28T00:00:00Z","1537",6,11,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-03-29T00:00:00Z","1477",5,452,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2021-03-29T00:00:00Z","1477",2,169,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2021-03-29T00:00:00Z","1477",285,560,"profilaktika"
"Nacionalinis vėžio institutas","2021-03-29T00:00:00Z","1557",0,3,"profilaktika"
"Nacionalinis vėžio institutas","2021-03-29T00:00:00Z","1477",0,53,"profilaktika"
"SYNLAB Lietuva UAB","2021-03-29T00:00:00Z","1477",17,217,"profilaktika"
"SYNLAB Lietuva UAB","2021-03-29T00:00:00Z","1557",0,27,"profilaktika"
"UAB ""Baltic Medics""","2021-03-29T00:00:00Z","1477",2,101,"profilaktika"
"UAB ""Rezus.lt""","2021-03-29T00:00:00Z","1557",3,253,"profilaktika"
"UAB ""Rezus.lt""","2021-03-29T00:00:00Z","1477",14,55,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2021-03-29T00:00:00Z","1557",1,106,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2021-03-29T00:00:00Z","1477",1,50,"profilaktika"
"UAB Diagnostikos laboratorija","2021-03-29T00:00:00Z","1477",110,1544,"profilaktika"
"UAB Diagnostikos laboratorija","2021-03-29T00:00:00Z","1557",2,114,"profilaktika"
"UAB InMedica","2021-03-29T00:00:00Z","1557",4,76,"profilaktika"
"UAB InMedica","2021-03-29T00:00:00Z","1477",51,369,"profilaktika"
"UAB Medicina practica laboratorija","2021-03-29T00:00:00Z","1557",1,60,"profilaktika"
"UAB Medicina practica laboratorija","2021-03-29T00:00:00Z","1477",60,624,"profilaktika"
"UAB Medicina practica laboratorija","2021-03-29T00:00:00Z","1537",1,19,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-03-29T00:00:00Z","1477",16,557,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-03-29T00:00:00Z","1557",0,7,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-03-29T00:00:00Z","1477",0,3,"profilaktika"
