"date","hospital_name","healthcare_region","hospital_beds_total_r7mean","hospital_beds_occupied_r7mean","oxygen_beds_total_r7mean","oxygen_beds_occupied_r7mean","mv_beds_total_r7mean","mv_beds_occupied_r7mean","icu_beds_total_r7mean","icu_beds_occupied_r7mean","icu_ecmo_systems_total_r7mean","icu_ecmo_systems_in_use_r7mean","cv19_hospital_beds_assigned_r7mean","cv19_hospital_beds_occupied_r7mean","cv19_oxygen_beds_assigned_r7mean","cv19_oxygen_beds_occupied_r7mean","cv19_mv_beds_assigned_r7mean","cv19_mv_beds_occupied_r7mean","cv19_icu_beds_assigned_r7mean","cv19_icu_beds_occupied_r7mean","cv19_icu_mv_beds_assigned_r7mean","cv19_icu_mv_beds_occupied_r7mean","cv19_icu_highflow_systems_total_r7mean","cv19_icu_highflow_systems_in_use_r7mean","cv19_icu_ecmo_assigned_r7mean","cv19_icu_ecmo_in_use_r7mean","cv19_admissions_r7mean","cv19_admissions_oxygen_r7mean","cv19_admissions_mv_r7mean","cv19_discharges_r7mean","remdesivir_vials_used_r7mean","remdesivir_patients_total_r7mean","remdesivir_patients_new_r7mean","geometry"
"2021-12-24","Lietuvos Respublikos vidaus reikalų ministerijos Medicinos centras","Vilniaus regionas",47,24,27,13,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-24","Nacionalinis vėžio institutas","Vilniaus regionas",307,154,137,60,12,0,12,0,0,0,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-24","Švenčionių rajono ligoninė","Vilniaus regionas",46,26,37,20,6,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-24","VšĮ Alytaus apskrities S.Kudirkos ligoninė","Vilniaus regionas",216,137,216,64,18,3,11,7,0,0,70,43,70,43,0,0,7,5,7,3,6,5,0,0,4,4,0,3,6,5,1,NA
"2021-12-24","VšĮ Druskininkų ligoninė","Vilniaus regionas",44,20,39,17,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-24","VšĮ Elektrėnų ligoninė","Vilniaus regionas",88,36,40,20,3,1,6,1,0,0,40,20,40,20,1,1,6,1,3,0,3,0,0,0,0,0,0,1,0,0,0,NA
"2021-12-24","VšĮ Lazdijų ligoninė","Vilniaus regionas",62,24,5,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-24","VšĮ Mykolo Marcinkevičiaus ligoninė","Vilniaus regionas",130,86,35,10,8,1,8,3,0,0,5,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-24","VšĮ Respublikinė Vilniaus psichiatrinė ligoninė","Vilniaus regionas",401,243,12,2,3,0,6,2,0,0,18,11,6,2,0,0,3,1,3,0,0,0,0,0,1,0,0,0,0,0,0,NA
"2021-12-24","VšĮ Respublikinė Vilniaus universitetinė ligoninė","Vilniaus regionas",618,398,305,250,38,10,38,18,0,0,30,18,22,15,0,0,12,8,12,5,5,1,0,0,2,1,0,1,1,1,1,NA
"2021-12-24","VšĮ Trakų ligoninė","Vilniaus regionas",76,50,76,24,5,0,5,1,0,0,26,22,26,22,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,NA
"2021-12-24","VšĮ Ukmergės ligoninė","Vilniaus regionas",89,60,89,60,7,0,6,1,0,0,25,21,25,21,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,1,0,NA
"2021-12-24","VšĮ Varėnos ligoninė","Vilniaus regionas",101,75,16,4,3,0,3,1,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-24","VšĮ Vilniaus gimdymo namai","Vilniaus regionas",108,27,28,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-24","VšĮ Vilniaus miesto klinikinė ligoninė","Vilniaus regionas",510,277,430,109,38,6,23,10,0,0,180,106,180,106,6,0,6,5,6,3,24,8,0,0,9,7,0,13,20,16,4,NA
"2021-12-24","VšĮ Vilniaus universiteto ligoninės Santaros klinikos","Vilniaus regionas",964,678,545,315,103,37,103,68,7,4,110,60,110,60,0,0,37,23,37,16,37,5,6,4,14,3,0,12,16,13,2,NA
"2021-12-24","VšĮ Vilniaus universiteto ligoninės Žalgirio klinika","Vilniaus regionas",58,30,6,3,3,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-25","Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","Kauno regionas",1582,994,1179,103,105,22,106,60,4,0,40,19,40,19,0,0,20,11,20,5,7,6,2,0,4,0,0,4,5,4,1,NA
"2021-12-25","Marijampolės ligoninė","Kauno regionas",200,118,137,57,14,9,9,7,0,0,70,48,70,48,0,0,4,3,4,2,10,3,0,0,4,4,0,5,14,11,2,NA
"2021-12-25","Šakių ligoninė","Kauno regionas",55,41,18,6,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-25","VšĮ Jonavos ligoninė","Kauno regionas",102,81,30,28,7,1,8,3,0,0,33,24,30,24,3,1,4,1,3,1,3,0,0,0,1,1,0,2,7,6,1,NA
"2021-12-25","VšĮ Jurbarko ligoninė","Kauno regionas",75,56,40,32,6,4,6,4,0,0,40,31,40,31,0,0,4,4,4,3,3,1,0,0,2,2,0,1,5,4,0,NA
"2021-12-25","VšĮ Kaišiadorių ligoninė","Kauno regionas",49,29,29,13,4,0,4,0,0,0,15,13,10,10,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,4,0,NA
"2021-12-25","VšĮ Kėdainių ligoninė","Kauno regionas",249,129,78,28,6,1,6,4,0,0,60,22,60,22,0,0,3,2,3,1,2,2,0,0,3,2,0,2,8,6,1,NA
"2021-12-25","VšĮ Lietuvos sveikatos mokslų universiteto Kauno ligoninė","Kauno regionas",818,492,364,173,31,8,34,19,0,0,205,172,155,138,0,0,16,12,14,6,7,5,0,0,16,10,1,13,37,35,6,NA
"2021-12-25","VšĮ Prienų ligoninė","Kauno regionas",61,35,57,34,4,0,4,2,0,0,30,25,28,24,0,0,2,1,2,0,2,1,0,0,1,1,0,1,5,4,0,NA
"2021-12-25","VšĮ Raseinių ligoninė","Kauno regionas",79,50,45,7,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"2021-12-25","Klaipėdos rajono savivaldybės Gargždų ligoninė","Klaipėdos regionas",43,22,27,20,2,0,0,0,0,0,30,21,20,18,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,NA
"2021-12-25","Kretingos rajono savivaldybės VšĮ Kretingos ligoninė","Klaipėdos regionas",90,42,49,15,4,2,4,3,0,0,48,21,36,15,1,0,4,2,4,2,0,0,0,0,1,0,0,2,2,2,0,NA
"2021-12-25","VšĮ Klaipėdos Jūrininkų ligoninė","Klaipėdos regionas",332,169,305,158,25,6,27,10,0,0,15,2,15,2,0,0,6,2,6,0,0,0,0,0,1,0,0,1,0,0,0,NA
"2021-12-25","VšĮ Klaipėdos universitetinė ligoninė","Klaipėdos regionas",775,406,412,77,40,17,40,26,0,0,100,62,100,62,0,0,20,12,20,9,0,0,0,0,9,9,1,8,2,2,0,NA
"2021-12-25","VšĮ Klaipėdos vaikų ligoninė","Klaipėdos regionas",152,75,58,1,6,0,6,1,0,0,20,2,20,2,2,0,4,0,2,0,1,0,0,0,1,0,0,0,0,0,0,NA
"2021-12-25","VšĮ Respublikinė Klaipėdos ligoninė","Klaipėdos regionas",385,291,90,60,14,6,17,6,0,0,80,51,80,51,8,1,10,3,10,3,1,0,0,0,2,2,0,4,1,1,0,NA
"2021-12-25","VšĮ Šilalės rajono ligoninė","Klaipėdos regionas",34,26,34,26,2,0,3,0,0,0,20,8,20,8,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,NA
"2021-12-25","VšĮ Šilutės ligoninė","Klaipėdos regionas",90,61,90,61,8,3,8,3,0,0,20,8,20,8,2,0,2,1,2,1,3,0,0,0,0,0,0,1,0,0,0,NA
"2021-12-25","VšĮ Tauragės ligoninė","Klaipėdos regionas",197,83,80,38,12,2,12,4,0,0,42,38,42,38,4,1,4,3,4,1,6,1,0,0,2,2,0,2,1,1,1,NA
"2021-12-25","VšĮ Anykščių rajono savivaldybės ligoninė","Panevėžio regionas",93,41,16,5,3,0,6,1,0,0,15,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA
"2021-12-25","VšĮ Biržų ligoninė","Panevėžio regionas",77,34,33,13,6,0,4,0,0,0,20,4,18,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA
"2021-12-25","VšĮ Ignalinos rajono ligoninė","Panevėžio regionas",36,15,18,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-25","VšĮ Kupiškio ligoninė","Panevėžio regionas",41,5,9,2,3,0,3,1,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-25","VšĮ Molėtų ligoninė","Panevėžio regionas",46,17,46,17,3,0,0,0,0,0,46,17,46,17,3,0,0,0,0,0,3,0,0,0,3,3,0,1,2,1,1,NA
"2021-12-25","VšĮ Pasvalio ligoninė","Panevėžio regionas",67,56,48,22,3,0,3,1,0,0,20,16,20,16,0,0,0,0,0,0,2,1,0,0,1,1,0,1,0,0,0,NA
"2021-12-25","VšĮ Respublikinė Panevėžio ligoninė","Panevėžio regionas",639,376,333,180,33,19,33,19,0,0,107,67,90,67,0,0,12,5,12,4,5,1,0,0,6,4,0,8,1,1,0,NA
"2021-12-25","VšĮ Rokiškio rajono ligoninė","Panevėžio regionas",85,51,50,14,5,0,4,2,1,0,45,21,35,21,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,NA
"2021-12-25","VšĮ Utenos ligoninė","Panevėžio regionas",195,82,183,82,12,0,6,3,0,0,25,10,25,10,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,4,0,NA
"2021-12-25","VšĮ Visagino ligoninė","Panevėžio regionas",118,52,46,19,7,0,5,3,0,0,29,15,15,12,1,0,2,1,2,0,0,0,0,0,2,2,0,2,0,0,0,NA
"2021-12-25","Zarasų rajono savivaldybės VšĮ Zarasų ligoninė","Panevėžio regionas",20,10,12,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-25","VšĮ Joniškio ligoninė","Šiaulių regionas",38,25,28,9,5,0,0,0,0,0,18,6,13,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-25","VšĮ Kelmės ligoninė","Šiaulių regionas",82,19,30,0,4,0,4,0,0,0,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"2021-12-25","VšĮ Mažeikių ligoninė","Šiaulių regionas",150,66,52,16,6,2,6,3,0,0,30,15,30,15,2,0,3,1,3,1,3,0,0,0,1,1,0,2,0,0,0,NA
"2021-12-25","VšĮ N.Akmenės ligoninė","Šiaulių regionas",28,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-25","VšĮ Pakruojo ligoninė","Šiaulių regionas",31,14,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-25","VšĮ Plungės rajono savivaldybės ligoninė","Šiaulių regionas",115,46,43,10,3,2,3,2,0,0,30,6,26,6,0,0,2,1,2,1,4,0,0,0,1,1,0,0,0,0,0,NA
"2021-12-25","VšĮ Radviliškio ligoninė","Šiaulių regionas",69,46,39,3,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-25","VšĮ Regioninė Telšių ligoninė","Šiaulių regionas",108,77,84,53,4,1,4,4,0,0,23,14,23,14,0,0,4,1,4,0,3,0,0,0,1,1,0,1,2,1,0,NA
"2021-12-25","VšĮ Respublikinė Šiaulių ligoninė","Šiaulių regionas",701,323,591,258,42,9,42,20,0,0,84,49,84,49,0,0,20,5,20,4,2,2,0,0,5,5,0,5,8,7,1,NA
"2021-12-25","Lietuvos Respublikos vidaus reikalų ministerijos Medicinos centras","Vilniaus regionas",47,24,27,14,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-25","Nacionalinis vėžio institutas","Vilniaus regionas",307,146,137,55,12,0,12,0,0,0,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-25","Švenčionių rajono ligoninė","Vilniaus regionas",46,26,37,20,6,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-25","VšĮ Alytaus apskrities S.Kudirkos ligoninė","Vilniaus regionas",216,132,216,62,18,4,11,7,0,0,70,42,70,42,0,0,7,5,7,3,6,5,0,0,4,4,0,3,6,5,1,NA
"2021-12-25","VšĮ Druskininkų ligoninė","Vilniaus regionas",44,20,39,17,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-25","VšĮ Elektrėnų ligoninė","Vilniaus regionas",88,35,40,19,3,1,6,1,0,0,40,19,40,19,2,1,6,1,3,0,3,0,0,0,0,0,0,1,0,0,0,NA
"2021-12-25","VšĮ Lazdijų ligoninė","Vilniaus regionas",62,24,5,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-25","VšĮ Mykolo Marcinkevičiaus ligoninė","Vilniaus regionas",130,80,35,10,8,1,8,3,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-25","VšĮ Respublikinė Vilniaus psichiatrinė ligoninė","Vilniaus regionas",401,242,12,2,3,0,6,2,0,0,18,10,6,2,0,0,3,1,3,0,0,0,0,0,1,0,0,0,0,0,0,NA
"2021-12-25","VšĮ Respublikinė Vilniaus universitetinė ligoninė","Vilniaus regionas",618,384,305,237,38,10,38,19,0,0,30,17,22,15,0,0,12,9,12,5,5,2,0,0,2,1,0,1,1,1,1,NA
"2021-12-25","VšĮ Trakų ligoninė","Vilniaus regionas",76,46,76,24,5,0,5,0,0,0,26,22,26,22,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,NA
"2021-12-25","VšĮ Ukmergės ligoninė","Vilniaus regionas",89,56,89,56,7,0,6,1,0,0,25,21,25,21,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,1,0,NA
"2021-12-25","VšĮ Varėnos ligoninė","Vilniaus regionas",101,75,16,4,3,0,3,1,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-25","VšĮ Vilniaus gimdymo namai","Vilniaus regionas",108,26,28,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-25","VšĮ Vilniaus miesto klinikinė ligoninė","Vilniaus regionas",510,270,430,106,38,5,23,10,0,0,180,103,180,103,6,0,6,5,6,3,24,8,0,0,8,6,0,11,20,17,4,NA
"2021-12-25","VšĮ Vilniaus universiteto ligoninės Santaros klinikos","Vilniaus regionas",964,650,545,306,103,37,103,67,7,4,110,59,110,59,0,0,37,23,37,16,37,5,6,4,14,3,0,13,14,12,2,NA
"2021-12-25","VšĮ Vilniaus universiteto ligoninės Žalgirio klinika","Vilniaus regionas",58,30,6,3,3,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-26","Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","Kauno regionas",1582,948,1179,99,105,22,106,59,4,0,40,18,40,18,0,0,20,10,20,4,7,5,2,0,3,0,0,4,3,3,0,NA
"2021-12-26","Marijampolės ligoninė","Kauno regionas",200,112,137,56,14,8,9,7,0,0,70,47,70,47,0,0,4,4,4,2,10,3,0,0,4,4,0,5,13,11,2,NA
"2021-12-26","Šakių ligoninė","Kauno regionas",55,41,18,6,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-26","VšĮ Jonavos ligoninė","Kauno regionas",102,80,30,26,7,1,8,3,0,0,33,23,30,23,3,1,4,2,3,1,3,1,0,0,1,1,0,2,6,6,1,NA
"2021-12-26","VšĮ Jurbarko ligoninė","Kauno regionas",75,54,40,32,6,4,6,4,0,0,40,31,40,31,0,0,4,4,4,3,3,1,0,0,2,2,0,1,5,4,1,NA
"2021-12-26","VšĮ Kaišiadorių ligoninė","Kauno regionas",49,27,29,13,4,0,4,1,0,0,15,13,10,9,0,0,1,0,0,0,0,0,0,0,1,1,0,1,3,3,0,NA
"2021-12-26","VšĮ Kėdainių ligoninė","Kauno regionas",249,128,78,28,6,1,6,4,0,0,60,23,60,23,0,0,3,2,3,0,3,2,0,0,3,2,0,1,9,7,2,NA
"2021-12-26","VšĮ Lietuvos sveikatos mokslų universiteto Kauno ligoninė","Kauno regionas",818,481,364,170,31,8,34,19,0,0,205,167,155,133,0,0,16,12,14,6,7,5,0,0,15,9,1,13,33,32,6,NA
"2021-12-26","VšĮ Prienų ligoninė","Kauno regionas",61,36,57,34,4,0,4,2,0,0,30,25,28,24,0,0,2,1,2,0,2,1,0,0,1,1,0,1,4,4,0,NA
"2021-12-26","VšĮ Raseinių ligoninė","Kauno regionas",79,48,45,6,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"2021-12-26","Klaipėdos rajono savivaldybės Gargždų ligoninė","Klaipėdos regionas",43,20,27,19,2,0,0,0,0,0,30,20,20,17,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,NA
"2021-12-26","Kretingos rajono savivaldybės VšĮ Kretingos ligoninė","Klaipėdos regionas",90,40,49,14,4,2,4,3,0,0,48,20,38,13,1,0,4,2,4,2,0,0,0,0,1,0,0,2,2,1,0,NA
"2021-12-26","VšĮ Klaipėdos Jūrininkų ligoninė","Klaipėdos regionas",332,161,305,151,25,6,27,10,0,0,15,2,15,2,0,0,6,2,6,0,0,0,0,0,1,0,0,1,0,0,0,NA
"2021-12-26","VšĮ Klaipėdos universitetinė ligoninė","Klaipėdos regionas",775,392,412,76,40,18,40,26,0,0,100,59,100,59,0,0,20,13,20,9,0,0,0,0,8,8,1,8,2,1,0,NA
"2021-12-26","VšĮ Klaipėdos vaikų ligoninė","Klaipėdos regionas",152,69,58,1,6,0,6,1,0,0,20,3,20,3,2,0,4,0,2,0,1,0,0,0,1,0,0,0,0,0,0,NA
"2021-12-26","VšĮ Respublikinė Klaipėdos ligoninė","Klaipėdos regionas",385,285,90,60,14,7,17,6,0,0,80,52,80,52,8,1,10,3,10,3,1,0,0,0,3,3,0,4,1,1,0,NA
"2021-12-26","VšĮ Šilalės rajono ligoninė","Klaipėdos regionas",34,26,34,26,2,0,3,0,0,0,20,8,20,8,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,NA
"2021-12-26","VšĮ Šilutės ligoninė","Klaipėdos regionas",90,58,90,58,8,2,8,2,0,0,20,7,20,7,2,0,2,1,2,1,3,0,0,0,0,0,0,1,0,0,0,NA
"2021-12-26","VšĮ Tauragės ligoninė","Klaipėdos regionas",197,83,80,37,12,1,12,4,0,0,41,37,41,37,4,1,4,3,4,1,6,1,0,0,2,2,0,2,1,1,1,NA
"2021-12-26","VšĮ Anykščių rajono savivaldybės ligoninė","Panevėžio regionas",93,41,16,5,3,0,6,1,0,0,15,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA
"2021-12-26","VšĮ Biržų ligoninė","Panevėžio regionas",77,34,33,15,6,0,4,0,0,0,20,5,17,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA
"2021-12-26","VšĮ Ignalinos rajono ligoninė","Panevėžio regionas",36,15,18,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-26","VšĮ Kupiškio ligoninė","Panevėžio regionas",41,5,8,1,3,0,3,1,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-26","VšĮ Molėtų ligoninė","Panevėžio regionas",46,17,46,17,3,0,0,0,0,0,46,17,46,17,3,0,0,0,0,0,3,0,0,0,3,3,0,1,2,1,0,NA
"2021-12-26","VšĮ Pasvalio ligoninė","Panevėžio regionas",67,56,48,22,3,0,3,1,0,0,20,16,20,16,0,0,0,0,0,0,2,1,0,0,1,1,0,1,0,0,0,NA
"2021-12-26","VšĮ Respublikinė Panevėžio ligoninė","Panevėžio regionas",639,361,333,176,33,18,33,18,0,0,107,67,90,67,0,0,12,5,12,3,5,2,0,0,7,4,0,8,1,1,0,NA
"2021-12-26","VšĮ Rokiškio rajono ligoninė","Panevėžio regionas",85,49,50,13,5,0,4,2,1,0,45,19,35,19,0,0,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,NA
"2021-12-26","VšĮ Utenos ligoninė","Panevėžio regionas",195,82,183,82,12,0,6,3,0,0,25,10,25,10,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,4,0,NA
"2021-12-26","VšĮ Visagino ligoninė","Panevėžio regionas",118,51,46,20,7,0,5,2,0,0,29,15,15,12,1,0,2,1,2,0,0,0,0,0,2,2,0,2,0,0,0,NA
"2021-12-26","Zarasų rajono savivaldybės VšĮ Zarasų ligoninė","Panevėžio regionas",20,8,12,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-26","VšĮ Joniškio ligoninė","Šiaulių regionas",38,24,28,9,5,0,0,0,0,0,18,5,13,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"2021-12-26","VšĮ Kelmės ligoninė","Šiaulių regionas",82,19,30,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"2021-12-26","VšĮ Mažeikių ligoninė","Šiaulių regionas",150,60,52,15,6,1,6,2,0,0,30,14,30,14,2,0,3,1,3,1,3,0,0,0,0,0,0,2,0,0,0,NA
"2021-12-26","VšĮ N.Akmenės ligoninė","Šiaulių regionas",28,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-26","VšĮ Pakruojo ligoninė","Šiaulių regionas",31,13,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-26","VšĮ Plungės rajono savivaldybės ligoninė","Šiaulių regionas",115,45,43,10,3,1,3,1,0,0,30,6,26,6,0,0,2,1,2,1,4,0,0,0,1,1,0,1,0,0,0,NA
"2021-12-26","VšĮ Radviliškio ligoninė","Šiaulių regionas",69,45,39,2,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-26","VšĮ Regioninė Telšių ligoninė","Šiaulių regionas",108,76,84,54,4,1,4,4,0,0,23,14,23,14,0,0,4,1,4,0,3,0,0,0,1,1,0,1,2,1,0,NA
"2021-12-26","VšĮ Respublikinė Šiaulių ligoninė","Šiaulių regionas",701,312,591,250,42,8,42,19,0,0,84,48,84,48,0,0,20,5,20,3,2,2,0,0,5,5,0,5,8,7,2,NA
"2021-12-26","Lietuvos Respublikos vidaus reikalų ministerijos Medicinos centras","Vilniaus regionas",47,23,27,13,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-26","Nacionalinis vėžio institutas","Vilniaus regionas",307,139,137,51,12,0,12,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-26","Švenčionių rajono ligoninė","Vilniaus regionas",46,26,37,20,6,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-26","VšĮ Alytaus apskrities S.Kudirkos ligoninė","Vilniaus regionas",216,128,216,61,18,5,11,7,0,0,70,41,70,41,0,0,7,5,7,4,6,4,0,0,4,4,0,3,7,6,2,NA
"2021-12-26","VšĮ Druskininkų ligoninė","Vilniaus regionas",44,20,39,17,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-26","VšĮ Elektrėnų ligoninė","Vilniaus regionas",88,34,40,18,3,1,6,1,0,0,40,18,40,18,2,1,6,1,3,0,3,0,0,0,0,0,0,1,0,0,0,NA
"2021-12-26","VšĮ Lazdijų ligoninė","Vilniaus regionas",62,24,5,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-26","VšĮ Mykolo Marcinkevičiaus ligoninė","Vilniaus regionas",130,74,35,9,8,1,8,3,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-26","VšĮ Respublikinė Vilniaus psichiatrinė ligoninė","Vilniaus regionas",401,242,12,1,3,0,6,2,0,0,18,10,6,1,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-26","VšĮ Respublikinė Vilniaus universitetinė ligoninė","Vilniaus regionas",618,378,305,229,38,10,38,20,0,0,30,16,22,14,0,0,12,9,12,5,5,2,0,0,2,1,0,1,1,1,1,NA
"2021-12-26","VšĮ Trakų ligoninė","Vilniaus regionas",76,43,76,24,5,0,5,0,0,0,27,22,27,22,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,NA
"2021-12-26","VšĮ Ukmergės ligoninė","Vilniaus regionas",89,52,89,52,7,0,6,1,0,0,25,21,25,21,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,1,0,NA
"2021-12-26","VšĮ Varėnos ligoninė","Vilniaus regionas",101,73,16,4,3,0,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-26","VšĮ Vilniaus gimdymo namai","Vilniaus regionas",108,26,28,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-12-26","VšĮ Vilniaus miesto klinikinė ligoninė","Vilniaus regionas",510,261,430,102,38,5,23,10,0,0,180,99,180,99,6,0,6,5,6,2,24,7,0,0,8,6,0,11,21,17,4,NA
"2021-12-26","VšĮ Vilniaus universiteto ligoninės Santaros klinikos","Vilniaus regionas",964,621,545,298,103,38,103,66,7,4,110,58,110,58,0,0,37,23,37,16,37,6,6,4,14,3,0,12,13,11,2,NA
"2021-12-26","VšĮ Vilniaus universiteto ligoninės Žalgirio klinika","Vilniaus regionas",58,30,6,3,3,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
